,doc,doc__title,doc__wosarticle__di,docownership,endColor,endFont,endFontsize,height,id,imputed_role,maxX,maxY,minX,minY,mostCommonColor,mostCommonFont,mostCommonFontsize,n,note,page,role,section,startColor,startFont,startFontsize,tag,technology,text,width
119,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,30.30005,15994,body-text,507.47202,282.54572,286.29755,252.24567,color-0,font-290,6.4,18,,14,reference,,color-0,font-295,6.376,,,Katherine Calvin is a research economist at the Pacific Northwest National Laboratory's Joint Global Change Research Institute. Her research focuses on model development and scenario analysis with both the Second Generation Model (SGM) and the Global Change Assessment Model (GCAM).,221.17447
120,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,21.0759,15993,body-text,507.41403,318.4324,286.29755,297.3565,color-0,font-290,6.4,17,,14,reference,,color-0,font-290,6.376,,,Shuichi Ashina is a researcher focusing on energy‐economy‐environmental systems modeling at the Center for Social and Environmental Systems Research of the National Institute for Environmental Studies.,221.11648
121,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,22.30646,15992,body-text,507.45236,354.26236,286.29822,331.9559,color-0,font-290,6.4,16,,14,reference,,color-0,font-295,6.376,,,"Leonidas Paroussos is a senior researcher at the E3M‐Lab/ICCS and he is experienced in climate change policy assessment using general equilibrium models, environmental economics and energy analysis.",221.15414
122,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,30.30004,15991,body-text,507.44916,398.14264,286.29822,367.8426,color-0,font-290,6.4,15,,14,reference,,color-0,font-295,6.376,,,"Hal Turton leads the Energy Economics Group at the Paul Scherrer Institute (PSI). His research focuses on scenario analysis of global and European energy systems development, integration of energy and economic models, and technology assessment.",221.15094
123,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,29.0695,15990,body-text,507.4823,441.9662,286.29822,412.8967,color-0,font-290,6.4,14,,14,reference,,color-0,font-295,6.376,,,"Shilpa Rao is a research assistant in the Energy Program at the International Institute for Applied Systems Analysis (IIASA). Her research includes energy‐ economic modeling, technology assessment and multi greenhouse gas scenarios.",221.18408
124,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,22.65712,15989,body-text,507.4842,478.14682,286.24084,455.4897,color-0,font-290,6.4,13,,14,reference,,color-0,font-295,6.376,,,"Aurélie Méjean is a research fellow at the International Research Centre on Environment and Development (CIRED, France). She is a member of the energy‐economy‐environment modelling team.",221.24336
125,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,22.30639,15988,body-text,507.4894,569.46893,286.29892,547.16254,color-0,font-290,6.4,12,,14,reference,,color-0,font-290,6.376,,,"Meriem Hamdi‐Cherif is a researcher at the International Research Centre on Environment and Development (CIRED, France). Her work focuses on the IMACLIM‐R modeling framework and climate policies and development.",221.19048
126,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,22.3063999999999,15987,body-text,507.4843,605.3556,286.24857,583.0492,color-0,font-290,6.4,11,,14,reference,,color-0,font-295,6.376,,,"Valentina Bosetti is climate change topic leader and a modeler for the Sustainable Development Programme at FEEM. Since 2012, she is also an associate professor at the Department of Economics, Bocconi University.",221.23573
127,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,22.3064000000001,15986,body-text,507.48944,641.1855,286.29956,618.8791,color-0,font-290,6.4,10,,14,reference,,color-0,font-295,6.376,,,Nico Bauer is leader of the Energy Resources and Technologies Group in the Sustainable Solutions research domain at Potsdam Institute for Climate Impact Research (PIK).,221.18988
128,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,49.235802,15985,body-text,451.81128,106.227005,47.168076,56.991203,color-0,font-290,6.4,9,,10,unknown,,color-0,font-290,6.376,,,"EU27&China apply carbon tax Em[GistsCioOn2]reduction in EU27&China 17.9 89.1 38.2 49.8 76.6 85.8 57.0 86.2 Em[GistsCioOn2]increase in Rest-of-World −0.1 2.1 3.1 −0.3 47.8 1.1 4.8 6.2 Leakage Rate [%] −0.8 2.4 8.2 −0.6 62.3 1.3 8.4 7.1 and energy security dynamics in conventional and carbon-constrained worlds, Clim. Chang. (2013), http://dx.doi.org/10.1007/s10584-013-0901-6. ",404.643204
129,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,40.67625,15984,body-text,478.36227,154.81396,47.16806,114.13771,color-0,font-290,6.4,8,,10,unknown,,color-0,font-290,6.376,,,EU27 applies Road-Map Emission reduction in EU27 [GtCO2] 1.8 7.0 3.4 4.5 4.6 5.0 3.7 4.6 3.1 11.3 2.6 Em[GistsCioOn2]increase in Rest-of-World 0.1 0.3 0.7 0.3 −0.2 2.3 −0.1 0.4 0.1 1.3 0.5 Leakage Rate [%] 5.7 4.4 21.6 6.1 −3.6 46.5 −3.2 7.8 −1.1 11.9 20.5,431.19421
130,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,32.11401,15983,body-text,508.03964,210.20227,41.164692,178.08826,color-0,font-290,6.4,7,,10,unknown,,color-0,font-295,6.376,,,Table 3 Changes in cumulative emissions 2011—2030 in acting regions and the rest of the world compared with reference policy case. The leakage rate is the ratio of changes in emissions in rest ofthe world relative to the changes in emissions in the acting regions. A negative leakage rate implies that the emissions in the rest of the world decrease if the acting regions decrease their own emissions.,466.874948
131,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,40.67444,15982,body-text,503.11584,416.84787,36.8504,376.17343,color-0,font-290,6.4,6,,7,figure-caption,,color-0,font-295,6.376,,,"Fig. 3. Changes of global fossil fuel use of cases with constrained ‘when’-flexibility compared with respect to the first best solution shown in Fig. 2. Hatched bars indicate fossil fuel use in combination with CCS. Non-solvable scenarios are marked by black diamonds. In case the short-term emission target is higher than the emissions with full ‘when’-flexibility the scenario is indicated by bold fond (taken from Figure S1). Note that positive and negative components of each scenario do not necessarily add up to zero. The amplification ratio is given on the right side ofthe plot. It is defined as the sum ofabsolute values oflong-term components put into relation with the sum of the positive short-term components. 11 The model DNE21+ is an exception, because it calibrates paremeters to match the relatively high prices currently observed in the market. The initial calibration of prices means that the reasons behind the prices are not represented explicitly and therefore climate policies do not have a strong effect on these prices. 13 In this section we use the scenarios computed within work-package 3 of the AMPERE project. Here, the GDP assumptions were harmonized to meet similar economic development levels. Hence, GHG intensity improvements lead to similar—though not equal—emission limitation trajectories. 14 In case of strict quantity targets the effects of carbon leakage would be simply excluded because it would not allow the possibility that CO2 emissions go above the levels of the reference policy case.",466.26544
132,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,23.49687,15981,body-text,503.7329,416.11087,36.8504,392.614,color-0,font-290,6.4,5,,5,figure-caption,,color-0,font-295,6.376,,,Fig. 2. Cumulative global fossil fuel use in the no policy reference case and two stabilization scenarios with full ‘when’ and ‘where’-flexibility. Hatched bars indicate fossil fuel use in combination with CCS. The bars on the right compare the medians ofcumulative global fossil fuel use 2011–2100 in the scenarios with assessments of fossil fuel availability. Data taken from [23]. Note: the order ofextraction in the models does not necessarily coincide with the stack order ofthe bars.,466.8825
133,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-302,6.376,22.2662399999999,15980,body-text,469.14868,589.1944,47.16784,566.92816,color-0,font-290,6.4,4,,4,figure,,color-0,font-292,6.376,,,Fragmented policies participation Scenario: EU acts ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪♪ Scenario: China and EU act ♪ ♪ ♪ ♪♪ ♪ ♪♪,421.98084
134,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,49.235,15979,body-text,480.5539,649.1749,47.16784,599.9399,color-0,font-290,6.4,3,,4,figure,,color-0,font-290,6.376,,,Time horizon 2050 2100 2050 2100 2100 2100 2100 2100 2100 2100 2050 Land-use sector CO2 emissions ♪♪ ♪ ♪ ♪♪ ‘when’-flexibility participation ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪♪ Dynamic structure  IT RD RD RD RD IT IT RD IT IT RD Optimal emission timing ♪♪ ♪♪ ♪ ♪♪ Early retirement ♪ ♪ ♪ ♪ ♪ ♪ ♪♪,433.38606
135,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,122.2566,15978,body-text,501.44107,662.2145,47.168304,539.9579,color-0,font-290,6.4,2,,2,unknown,,color-0,font-290,6.376,,,Modeling set-up Scenario description Acronym in figures (1) Global timing of mitigation Baseline without restrictions on emissions NoPol Stabilization with full ‘when’-flexibility 550-e and 450-e ciSnhtaa2bn0igl3iez0aeftmoiorinsfoswisosintilhsfualorewelaingnlcdolubidnaleddeumstirsysioonnlytaarngdet4u6n.6tiGlt2C0O320/;y4r4if.2lGantCdO-u2s/eyr 550-Lo and 450-Lo Sicntaha2bn0ilg3ize0aeftmoiornisfowsisositnilhsfuhareigelhainngcdloluibdnaedlduesmtriyssoionnlytaanrgdet39u.n3tGiltC2O0320/y3r7if.3lGantCdO-u2s/eyr 550-Hi and 450-Hi (2) Fragmented participation bFryagremgeionntaeldcpaorbliocny btaaxseesline implementing regional Copenhagen pledges FragPol EU implements Road-Map on top of fragmented policy baseline EU Road-Map EtoUpaonfdfrCahgimnaenimtepdlepmoleicnytbuansiefolirnme carbon tax from 450 ppm-e case on EU&CHN tax,454.272766
136,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,47.94691,15977,body-text,137.84242,289.06207,36.8504,241.11516,color-0,font-290,6.4,1,,1,keywords,,color-0,font-292,6.376,,,Keywords: Climate change mitigation policies Fossil fuel markets Copenhagen Accord Carbon leakage Inter-fuel substitution,100.99202
137,317663,CO2 emission mitigation and fossil fuel markets: Dynamic and international aspects of climate policies,10.1016/j.techfore.2013.09.009,,color-0,font-290,6.376,39.38647,15976,body-text,168.62706,344.73447,36.525223,305.348,color-0,font-290,6.4,0,,1,unknown,,color-0,font-292,6.376,,,Article history: Received 31 January 2013 Received in revised form 11 September 2013 Accepted 16 September 2013 Available online 3 December 2013,132.101837
138,465803,Achieving negative emissions with BECCS (bioenergy with carbon capture and storage) in the power sector: New insights from the TIAM-FR (TIMES Integrated Assessment Model France) model,10.1016/j.energy.2014.09.014,,color-0,font-292,6.6308,69.37343,15975,body-text,556.6135,126.74683,48.47225,57.3734,color-0,font-290,6.6,2,,7,unknown,,color-0,font-290,6.6308,,,"RF_2p6 RF_2p6 NoBECCS RF_2p6 NoBECCSCF RF_2p6 NoCCS RF_3p7 RF_3p7 NoBECCS RF_3p7 NoBECCSCF RF_3p7 NoCCS 22002050 167 2120 2140 2182 21 21 21 31 22005400 4858 12618 13725 15837 127 137 138 148 22006800 515843 822106 823976 1024713 7251 2833 2864 9262 2100 689 993 1085 1244 111 126 130 145 [6] American Physical Society, editor. Direct air capture of CO2 with chemicals: a technology assessment for the APS panel on public affairs. Washington DC: American Physical Society; 2011. accessible at: www.aps.org/policy/reports/ assessments/upload/dac2011.pdf.",508.14125
139,465803,Achieving negative emissions with BECCS (bioenergy with carbon capture and storage) in the power sector: New insights from the TIAM-FR (TIMES Integrated Assessment Model France) model,10.1016/j.energy.2014.09.014,,color-0,font-290,6.6308,57.7953,15974,body-text,163.22478,424.2187,42.5197,366.4234,color-0,font-290,6.6,1,,1,keywords,,color-0,font-292,6.6308,,,Keywords: Biomass (CCS) carbon capture and storage TIAM-FR (TIMES Integrated Assessment Model France) Electricity Climate policies,120.70508
140,465803,Achieving negative emissions with BECCS (bioenergy with carbon capture and storage) in the power sector: New insights from the TIAM-FR (TIMES Integrated Assessment Model France) model,10.1016/j.energy.2014.09.014,,color-0,font-290,6.6308,49.23486,15973,body-text,152.49483,486.86356,42.18153,437.6287,color-0,font-290,6.6,0,,1,unknown,,color-0,font-292,6.6308,,,Article history: Received 23 April 2013 Received in revised form 3 September 2014 Accepted 6 September 2014 Available online 29 September 2014,110.3133
141,317490,Optimal mitigation strategies with negative emission technologies and carbon sinks under uncertainty,10.1007/s10584-012-0676-1,,color-0,font-292,7.9702,90.1364,15972,body-text,392.67422,608.5737,46.770645,518.4373,color-0,font-292,8.0,6,,15,reference,,color-0,font-292,7.9702,,,"The Royal Society (2009) Geoengineering the climate: science, governance and uncertainty, September 2009, London, UK Van der Zwaan B, Gerlagh R (2009) Economics of geological CO2 storage and leakage. Clim Chang 93 (3):285309– van Vuuren DP et al (2009) Comparison of top-down and bottom-up estimates of sectoral and regional greenhouse gas emission reduction potentials. Energy Policy 37(12):5125–5139 Van’t Veld K, Plantinga A (2005) Carbon sequestration or abatement? The effect of rising carbon proces on the optimal portfolio of greenhouse-gas mitigation strategies. J Environ Econ Manag 50:59–81 Wallquist L, L’Orange Seigo S, Visschers V, Siegrist M (2012) Public acceptance of CCS system elements: a conjoint measurement. Int J Greenh Gas Control 6:77–83",345.903575
142,317490,Optimal mitigation strategies with negative emission technologies and carbon sinks under uncertainty,10.1007/s10584-012-0676-1,,color-0,font-292,7.9702,320.591185,15971,body-text,392.74393,370.23672,46.768433,49.645535,color-0,font-292,8.0,5,,13,reference,,color-0,font-292,7.9702,,,"Ackerman F, Stanton EA, Bueno R (2010) Fat tails, exponents, extreme uncertainty: simulating catastrophe in DICE. Ecol Econ 69(8):1657–1665 Ahlig R, Adams D, McCarl B, Callaway JM, Winnett S (1997) Assessing effects of mitigation strategies for global climate change with an Intertemporal Model of the US Forsst and Agriculture Sectors. Crit Rev Environ Sci Technol 27:97–111 Allen MR, Frame DJ, Huntingford C, Jones CD, Lowe JA, Meinshausen M, Meinshausen N (2009) Warming caused by cumulative carbon emissions towards the trillionth tonne. Nature 458(7242):1163–1166. doi:10.1038/nature08019 American Physical Society, Socolow, R et al. (eds) Direct air capture of CO2 with chemicals: a technology assessment for the APS panel on public affairs, American Physical Society, Washington DC, 2011, accessible at www.aps.org/policy/reports/assessments/upload/dac2011.pdf Azar C, Lindgren K, Obersteiner M, Riahi K, van Vuuren DP, den Elzen KMGJ, Möllersten K, Larson ED (2010) The feasibility oflow CO2 concentration targets and the role ofbioenergy with carbon capture and storage (BECCS). Clim Chang 100(1):195–202 Bosetti V, Carraro C, Sgobbi A and Tavoni M (2008) Delayed action and uncertain targets: how much will climate policy cost?, Nota di lavoro//Fondazione Eni Enrico Mattei: sustainable development, No. 69.2008, accessible at: http://hdl.handle.net/10419/53319 Bosetti V and Lubowski R (eds) (2010) Deforestation and climate change: reducing carbon emissions from deforestation and forest degradation, in: Fondazione Eni Enrico Mattei (FEEM) series on economics, the environment and sustainable development. Edward Elgar, Cheltenham, UK Caldeira K, Jain AK, Hoffert MI (2003) Climate sensitivity uncertainty and the need for energy without CO2 emission. Science 299:2052–2054 Canadell JG, Raupach M (2008) Managing forests for climate change mitigation. Science 320:1456–1457 Crutzen PJ (2006) Albedo enhancement by stratospheric sulfur injections: a contribution to resolve a policy dilemma? Clim Chang 77(3–4):211–220 Denman K et al (2007) Couplings between changes in the climate system and biogeochemistry. In: Solomon S (ed) Climate change 2007: the physical science basis. Contribution of working group i to the fourth assessment report of the intergovernmental panel on climate change. Cambridge University Press, Cambridge, pp 500–587 Dooley JJ, Dahowski RT, Davidson CL, Bachu S, Gupta N and Gale J (2005) IEA greenhouse gas programme. Proceedings of 7th International Conference on Greenhouse Gas Control Technologies, Volume 1: Peer-Reviewed Papers and Plenary Presentations (ES Rubin, DW Keith and CF Gilboy, eds.), Cheltenham, UK Fischlin A et al (2007) Ecosystems, their properties, goods, and services. In: Parry ML (ed) Climate change 2007: impacts, adaptation and vulnerability. Contribution of working group II to the fourth assessment report of the intergovernmental panel on climate change. Cambridge University Press, Cambridge, pp 211–272 Friedlingstein P et al (2006) Climate–carbon cycle feedback analysis: results from the C4MIP Model Intercomparison. J Clim 19:3337–3353 Fuss S (2010) Forestry carbon sequestration: alternative perspective. In: Lomborg B (ed) Smart solutions to climate change: comparing costs and benefits. Cambridge University Press, Cambridge, pp 133–141 Gerlagh R, Kverndokk S, Rosendahl K (2009) Optimal timing of climate change policy: interaction between carbon taxes and innovation externalities. Environ Resour Econ 43(3):369–390 GEA (2012) global energy assessment – toward a sustainable future. Cambridge University Press, Cambridge UK and New York, NY, USA and the International Institute for Applied Systems Analysis, Laxenburg, Austria Gough C, Upham P (2011) Biomass energy with carbon capture and storage (BECCS or Bio-CCS). Greenhouse Gases Sci Technol 1(4):324–334 Higgins PAT, Harte J (2012) Carbon cycle uncertainty increases climate change risks and mitigation challenges. J Clim 25:7660–7668 Hoogwijk M, Faaij A, Eickhout B, de Vries B, Turkenburg W (2005) Potential of biomass energy out to 2100 for four IPCC SRES land-use scenarios. Biomass Bioenergy 29(4):225–257 Hope C (2006) The marginal impact of CO2 from PAGE2002: an integrated assessment model incorporating the IPCC’s five reasons for concern. Integr Assess J 6(1):19–56 International Energy Agency (2012) Energy technology perspectives 2012: pathways to a clean energy system. OECD Publishing. doi:10.1787/energy_tech-2012-en IEAGHG (2011) (IEA Greenhouse Gas R&D Programme): potential for biomass and carbon dioxide capture and storage, 2011/06, July IPCC (2005) In: Metz B, Davidson O, de Coninck HC, Loos M, Meyer LA (eds) IPCC special report on carbon dioxide capture and storage, prepared by WG III of the Intergovernmental Panel on Climate Change. Cambridge University Press, Cambridge Kraxner F, Nilsson S, Obersteiner M (2003) Negative emissions from bioenergy use, carbon capture and sequestration (BECS): the case of biomass production by sustainable forest management from seminatural temperate forests. Biomass Bioenergy 24(4–5):285–296 Kraxner F, Aoki K, Leduc S, Kindermann G, Fuss S, Yang J, Yamagata Y, Tak K, Obersteiner M (2012) BECCS in South Korea-analyzing the negative emissions potential of bioenergy as a mitigation tool. Renew Energ. doi:10.1016/j.renene.2012.09.064 Lemoine DM, Fuss S, Szolgayova J, Obersteiner M, Kammen DM (2012) The influence of negative emission technologies and technology policies on the optimal climate mitigation portfolio. Clim Chang 113 (2):141162– Lehmann J (2007) Bio-energy in the black. Front Ecol Environ 5(7):381–387 Lemoine DM (2010a) Paleoclimatic warming increased carbon dioxide concentrations. J Geophys Res 115: D22122 Lemoine DM (2010b) Climate sensitivity distributions depend on the possibility that models share biases. J Clim 23(16):4395–4415 Le Quéré C et al (2009) Trends in the sources and sinks of carbon dioxide. Nat Geosci 2:831–836 Matthews HD, Gillett NP, Stott PA, Zickfeld K (2009) The proportionality of global warming to cumulative carbon emissions. Nature 459(7248):829–832 McInerney D, Lempert R, Keller K (2012) What are robust strategies in the face of uncertain climate threshold responses? Robust climate strategies. Clim Chang 112(3–4):547–568 Moore B, Allard A (2008) Climate change impacts on forest health. Forest Health & Biosecurity Working Papers FBS/34E, FAO, Rome, Italy National Research Council (2011) Climate stabilization targets: emissions, concentrations, and impacts over decades to millennia. The National Academies Press, Washington, D.C. Nordhaus W (2008) A question of balance: weighing the options on global warming policy. Yale University Press, New Haven Obersteiner M et al (2001) Managing climate risk. Science 294(5543):786–787 Riahi K et al (2011) RCP8.5 – a scenario of comparatively high greenhouse gas emissions. Clim Chang 109:33–57 Rhodes J, Keith D (2005) Engineering economic analysis of biomass IGCC with carbon capture and storage. Biomass Bioenergy 29(6):440–450 Sohngen B, Mendelsohn R (2003) An optimal control model of forest carbon sequestration. Amer J Agric Econ 85(2):448–457 Stavins RN (1999) The costs of carbon sequestration: a revealed-preference approach. Am Econ Rev 89 (4):9941009–",345.975497
143,317490,Optimal mitigation strategies with negative emission technologies and carbon sinks under uncertainty,10.1007/s10584-012-0676-1,,color-0,font-292,7.9702,24.06758,15970,body-text,392.65195,463.15698,46.747684,439.0894,color-0,font-292,8.0,4,,13,unknown,,color-0,font-292,7.9702,,,"Open Access This article is distributed under the terms of the Creative Commons Attribution License which permits any use, distribution, and reproduction in any medium, provided the original author(s) and the source are credited.",345.904266
144,317490,Optimal mitigation strategies with negative emission technologies and carbon sinks under uncertainty,10.1007/s10584-012-0676-1,,color-0,font-292,7.9702,25.68555,15969,body-text,392.65442,503.24628,46.7716,477.56073,color-0,font-292,8.0,3,,13,unknown,,color-0,font-290,7.9702,,,"Acknowledgments This research has been carried out with support from the EU-funded FP7 projects GEOCARBON, grant number 283080, and GHG-Europe, grant number 244122. The authors are grateful to the editors and three anonymous reviewers for investing substantial effort into helping to improve this work.",345.88282
145,317490,Optimal mitigation strategies with negative emission technologies and carbon sinks under uncertainty,10.1007/s10584-012-0676-1,,color-0,font-292,7.9702,66.87314,15968,body-text,392.67523,135.13046,46.667995,68.25732,color-0,font-292,8.0,2,,8,unknown,,color-0,font-292,7.9702,,,"Baseline Emissions [GtCO2] 820 1,171 5,721 7,712 Abatement [GtCO2] 140 360 3,760 4,260 NETs [GtCO2] 0 0 1,605 1,605 Sinks [GtCO2] 203 383 381 967 Atmospheric GHG [GtCO2] 477 905 880 MAC last abatement unit [$/t CO2] 4.70 17.00 443.40",346.007235
146,317490,Optimal mitigation strategies with negative emission technologies and carbon sinks under uncertainty,10.1007/s10584-012-0676-1,,color-0,font-292,7.9702,25.03201,15967,body-text,352.72256,102.22136,46.771347,77.18935,color-0,font-292,8.0,1,,1,unknown,,color-0,font-292,7.9702,,,"W. H. Reuter Department of Economics, Vienna University of Economics and Business, Althanstrasse 39-45, 1090 Vienna, Austria",305.951213
147,317490,Optimal mitigation strategies with negative emission technologies and carbon sinks under uncertainty,10.1007/s10584-012-0676-1,,color-0,font-292,7.9702,25.901255,15966,body-text,347.17062,139.55028,46.771347,113.649025,color-0,font-292,8.0,0,,1,unknown,,color-0,font-292,7.9702,,,"S. Fuss (*) : W. H. Reuter : J. Szolgayová : M. Obersteiner International Institute for Applied Systems Analysis, Schlossplatz 1, 2361 Laxenburg, Austria e-mail: fuss@iiasa.ac.at",300.399273
148,746194,The SSP4: A world of deepening inequality,10.1016/j.gloenvcha.2016.06.010,,color-2,font-290,6.6308,29.06968,15965,body-text,562.5447,252.38177,323.4897,223.31209,color-0,font-290,6.6,9,,12,reference,,color-0,font-290,6.6308,,,"Page, Patel, Pralit, Wise, Marshall, Davies, Evan, 2016. Balancing global water availability and use at basin scale in an integrated assessment model. Clim. Change 136 (2), 217–231. http://link.springer.com/article/10.1007/s10584-016-1604-6. ",239.055
149,746194,The SSP4: A world of deepening inequality,10.1016/j.gloenvcha.2016.06.010,,color-0,font-290,6.6308,23.553896,15964,body-text,562.638,73.74246,42.5197,50.188564,color-0,font-290,6.6,8,,8,figure-caption,,color-0,font-297,6.6308,,,"Fig. 7. Climate Information for the SSP4 Baseline and Mitigation Scenarios (orange lines), the RCPs (red, green, blue, and purple lines) and the range of the IPCC 5th Assessment Report (gray shaded area). Results are from MAGICC6. (For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article.)",520.1183
150,746194,The SSP4: A world of deepening inequality,10.1016/j.gloenvcha.2016.06.010,,color-0,font-290,6.6308,32.210236,15963,body-text,562.5658,82.3988,42.51947,50.188564,color-0,font-290,6.6,7,,4,figure-caption,,color-0,font-290,6.6308,,,"Fig.1. Final Energy Demand by Income Group, both Historically (from IEA) and in the SSP4 Baseline. High Income regions have per capita GDP greater than or equal to $12,275 per person (2010$). Low Income regions have GDP per capita less than $2750 per person (2010$). A mapping from GCAM region to income group is provided in the Supplementary Material. Final energy differs between GCAM and the IEA in 2010 due to a difference in how energy is aggregated across transformation sectors and end-use sectors. More information is provided in the supplementary material.",520.04633
151,746194,The SSP4: A world of deepening inequality,10.1016/j.gloenvcha.2016.06.010,,color-0,font-290,6.6308,32.05774,15962,body-text,205.33844,346.83218,48.472565,314.77444,color-0,font-290,6.6,6,,2,unknown,,color-0,font-290,6.6308,,,Challenges Challenges to Mitigation Challenges to Adaptation,156.865875
152,746194,The SSP4: A world of deepening inequality,10.1016/j.gloenvcha.2016.06.010,,color-0,font-290,6.6308,57.73953,15961,body-text,553.21906,483.91556,48.47281,426.17603,color-0,font-290,6.6,5,,2,unknown,,color-0,font-290,6.6308,,,Agriculture & Land Use Food Demand High Med Low High Med Low High Meat Demand Low Med High Med Med Med High GPrroodwutchtivity High Med Low High Med Low High Trade Global Global Global Regional Regional Local Global SPA  Policy Afforestation Laifmfoirteesdtation No land policy Afforestation aLifmfoirteesdtation Npoolilcaynd Afforestation,504.74625
153,746194,The SSP4: A world of deepening inequality,10.1016/j.gloenvcha.2016.06.010,,color-0,font-290,6.6308,23.49714,15960,body-text,527.90216,518.2147,48.47281,494.71756,color-0,font-290,6.6,4,,2,unknown,,color-0,font-290,6.6308,,,Energy Demand (Service Demands) Buildings Low Med Low High Med Low High Transportation Low Med Low High Med Low High Industry Low Med Low High Med Low High,479.42935
154,746194,The SSP4: A world of deepening inequality,10.1016/j.gloenvcha.2016.06.010,,color-0,font-290,6.6308,22.20885,15959,body-text,526.98047,552.4572,48.47281,530.24835,color-0,font-290,6.6,3,,2,unknown,,color-0,font-290,6.6308,,,Fuel Preference Renewables High Med Med High High High Med TBrioadmitaisosnal Low Low High Low Low High Low,478.50766
155,746194,The SSP4: A world of deepening inequality,10.1016/j.gloenvcha.2016.06.010,,color-0,font-290,6.6308,23.4971999999999,15958,body-text,526.98047,586.7565,48.47281,563.2593,color-0,font-290,6.6,2,,2,unknown,,color-0,font-290,6.6308,,,Electricity (Technology Cost) Nuclear High Med High Low Low Low Med Renewables Low Med High Low Low Low Med CCS High Med Med Low Low Low Low,478.50766
156,746194,The SSP4: A world of deepening inequality,10.1016/j.gloenvcha.2016.06.010,,color-0,font-290,6.6308,39.3872399999999,15957,body-text,544.7842,638.17694,48.47281,598.7897,color-0,font-290,6.6,1,,2,formula,,color-0,font-290,6.6308,,,FoCsshialnRgees/oAucrcceepsta(Tnecceh)nological &CCooOanlivlentional Gas MMeedd//MLoewd MMeedd//MMeedd HMiegdh//MHiegdh MHiegdh//LLooww MHiegdh//MLoewd MHiegdh//HLoigwh HHiigghh//HHiigghh OUnilconventional Low/Med Med/Med Med/Med Med/Low Med/Low Med/Low High/High,496.31139
157,746194,The SSP4: A world of deepening inequality,10.1016/j.gloenvcha.2016.06.010,,color-0,font-290,6.6308,30.7697599999999,15956,body-text,543.8002,680.98016,48.472443,650.2104,color-0,font-290,6.6,0,,2,unknown,,color-0,font-290,6.6308,,,"Socioeconomics 2P1o0p0ulation in 6.9 billion 9 billion 12.7 billion 0.9 billion 2.0 billion 6.4 billion 7.4 billion G21D0P0per capita in $46,306 $33,307 $12,092 $123,244 $30,937 $7,388 $83,496",495.327757
